FLOWplateWell,uniqID,OD_well,putida,protegens,grimontii,veronii,CommRich,Date,Day,Incubator,Plate,Heat,Heat_Day,Recov_Day,Count_grimontii,Count_putida,Count_protegens,Count_veronii,Volume
plate2-C9,24-07-08 H1 C11,C11,0,0,0,0,0,24-07-08,3,H1,2,48,3,NA,NA,NA,NA,NA,NA
plate2-D9,24-07-08 H1 D11,D11,0,0,0,0,0,24-07-08,3,H1,2,48,3,NA,NA,NA,NA,NA,NA
plate2-E9,24-07-08 H1 E11,E11,0,0,0,0,0,24-07-08,3,H1,2,48,3,NA,NA,NA,NA,NA,NA
plate2-F9,24-07-08 H1 F11,F11,0,0,0,0,0,24-07-08,3,H1,2,48,3,NA,NA,NA,NA,NA,NA
plate2-G9,24-07-08 H1 G11,G11,0,0,0,0,0,24-07-08,3,H1,2,48,3,NA,NA,NA,NA,NA,NA
plate2-H9,24-07-08 H1 H11,H11,0,1,0,1,2,24-07-08,3,H1,2,48,3,NA,0,0,16,0,145
plate2-A11,24-07-08 H1 A12,A12,0,0,0,0,0,24-07-08,3,H1,2,48,3,NA,NA,NA,NA,NA,NA
plate2-B11,24-07-08 H1 B12,B12,1,1,1,1,4,24-07-08,3,H1,2,48,3,NA,0,0,21,0,145
plate2-C11,24-07-08 H1 C12,C12,0,1,1,1,3,24-07-08,3,H1,2,48,3,NA,0,0,64,0,145
plate2-D11,24-07-08 H1 D12,D12,1,0,1,1,3,24-07-08,3,H1,2,48,3,NA,0,1897,0,0,19
plate2-E11,24-07-08 H1 E12,E12,1,1,0,1,3,24-07-08,3,H1,2,48,3,NA,0,0,18,0,146
plate2-F11,24-07-08 H1 F12,F12,1,1,1,0,3,24-07-08,3,H1,2,48,3,NA,0,0,0,0,146
plate2-G11,24-07-08 H1 G12,G12,0,0,1,1,2,24-07-08,3,H1,2,48,3,NA,0,0,125,3,146
plate2-H11,24-07-08 H1 H12,H12,0,0,0,0,0,24-07-08,3,H1,2,48,3,NA,NA,NA,NA,NA,NA
plate2-A1,24-07-08 Epoch A7,A7,1,1,0,0,2,24-07-08,4,Epoch,2,0,NA,NA,0,0,3745,2,40
plate2-B1,24-07-08 Epoch B7,B7,1,0,1,0,2,24-07-08,4,Epoch,2,0,NA,NA,606,6007,2,0,15
plate2-C1,24-07-08 Epoch C7,C7,1,0,0,1,2,24-07-08,4,Epoch,2,0,NA,NA,0,3982,6,80,30
plate2-D1,24-07-08 Epoch D7,D7,0,1,1,0,2,24-07-08,4,Epoch,2,0,NA,NA,0,0,2850,1,90
plate2-E1,24-07-08 Epoch E7,E7,1,0,0,0,1,24-07-08,4,Epoch,2,0,NA,NA,1,33,18,4,146
plate2-F1,24-07-08 Epoch F7,F7,0,1,0,0,1,24-07-08,4,Epoch,2,0,NA,NA,0,1,2999,0,74
plate2-G1,24-07-08 Epoch G7,G7,0,0,1,0,1,24-07-08,4,Epoch,2,0,NA,NA,1478,0,3517,0,56
plate2-H1,24-07-08 Epoch H7,H7,0,0,0,1,1,24-07-08,4,Epoch,2,0,NA,NA,3,17,19,9112,34
plate2-A5,24-07-08 Epoch A9,A9,1,0,0,1,2,24-07-08,4,Epoch,2,0,NA,NA,0,6210,4,48,5
plate2-B5,24-07-08 Epoch B9,B9,0,1,1,0,2,24-07-08,4,Epoch,2,0,NA,NA,0,4,2382,0,60
plate2-C5,24-07-08 Epoch C9,C9,1,0,0,0,1,24-07-08,4,Epoch,2,0,NA,NA,0,6711,594,0,10
plate2-D5,24-07-08 Epoch D9,D9,0,1,0,0,1,24-07-08,4,Epoch,2,0,NA,NA,0,0,2093,0,35
plate2-E5,24-07-08 Epoch E9,E9,0,0,1,0,1,24-07-08,4,Epoch,2,0,NA,NA,2,1,4,0,145
plate2-F5,24-07-08 Epoch F9,F9,0,0,0,1,1,24-07-08,4,Epoch,2,0,NA,NA,0,0,2999,40,15
plate2-G5,24-07-08 Epoch G9,G9,1,1,0,0,2,24-07-08,4,Epoch,2,0,NA,NA,0,0,2719,0,50
plate2-H5,24-07-08 Epoch H9,H9,1,0,1,0,2,24-07-08,4,Epoch,2,0,NA,NA,341,4936,4,4,11
plate2-A7,24-07-08 Epoch A10,A10,1,1,1,1,4,24-07-08,4,Epoch,2,0,NA,NA,0,19,4880,0,31
plate2-B7,24-07-08 Epoch B10,B10,0,0,0,0,0,24-07-08,4,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-C7,24-07-08 Epoch C10,C10,0,1,0,1,2,24-07-08,4,Epoch,2,0,NA,NA,0,8,2446,0,52
plate2-D7,24-07-08 Epoch D10,D10,0,0,1,1,2,24-07-08,4,Epoch,2,0,NA,NA,912,0,1,5460,5
plate2-E7,24-07-08 Epoch E10,E10,1,1,1,0,3,24-07-08,4,Epoch,2,0,NA,NA,1,0,2,0,146
plate2-F7,24-07-08 Epoch F10,F10,1,1,0,1,3,24-07-08,4,Epoch,2,0,NA,NA,0,0,2421,0,39
plate2-G7,24-07-08 Epoch G10,G10,1,0,1,1,3,24-07-08,4,Epoch,2,0,NA,NA,541,5696,5,78,9
plate2-H7,24-07-08 Epoch H10,H10,0,1,1,1,3,24-07-08,4,Epoch,2,0,NA,NA,0,5,2617,4,45
plate2-A9,24-07-08 Epoch A11,A11,0,0,0,0,0,24-07-08,4,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-B9,24-07-08 Epoch B11,B11,0,0,0,0,0,24-07-08,4,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-C9,24-07-08 Epoch C11,C11,0,0,0,0,0,24-07-08,4,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-D9,24-07-08 Epoch D11,D11,0,0,0,0,0,24-07-08,4,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-E9,24-07-08 Epoch E11,E11,0,0,0,0,0,24-07-08,4,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-F9,24-07-08 Epoch F11,F11,0,0,0,0,0,24-07-08,4,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-G9,24-07-08 Epoch G11,G11,0,0,0,0,0,24-07-08,4,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-H9,24-07-08 Epoch H11,H11,0,1,0,1,2,24-07-08,4,Epoch,2,0,NA,NA,0,2,3209,3,67
plate2-A11,24-07-08 Epoch A12,A12,0,0,0,0,0,24-07-08,4,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-B11,24-07-08 Epoch B12,B12,1,1,1,1,4,24-07-08,4,Epoch,2,0,NA,NA,0,0,3505,0,64
plate2-C11,24-07-08 Epoch C12,C12,0,1,1,1,3,24-07-08,4,Epoch,2,0,NA,NA,0,2,2951,0,57
plate2-D11,24-07-08 Epoch D12,D12,1,0,1,1,3,24-07-08,4,Epoch,2,0,NA,NA,221,7842,14,108,12
plate2-E11,24-07-08 Epoch E12,E12,1,1,0,1,3,24-07-08,4,Epoch,2,0,NA,NA,0,1,1,0,145
plate2-F11,24-07-08 Epoch F12,F12,1,1,1,0,3,24-07-08,4,Epoch,2,0,NA,NA,0,0,4791,0,27
plate2-G11,24-07-08 Epoch G12,G12,0,0,1,1,2,24-07-08,4,Epoch,2,0,NA,NA,1218,7,29,6380,19
plate2-H11,24-07-08 Epoch H12,H12,0,0,0,0,0,24-07-08,4,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-A1,24-07-08 H1 A7,A7,1,1,0,0,2,24-07-08,4,H1,2,48,NA,1,0,1,6838,0,80
plate2-B1,24-07-08 H1 B7,B7,1,0,1,0,2,24-07-08,4,H1,2,48,NA,1,0,4734,1,0,10
plate2-C1,24-07-08 H1 C7,C7,1,0,0,1,2,24-07-08,4,H1,2,48,NA,1,0,3767,2,0,21
plate2-D1,24-07-08 H1 D7,D7,0,1,1,0,2,24-07-08,4,H1,2,48,NA,1,0,0,5083,0,146
plate2-E1,24-07-08 H1 E7,E7,1,0,0,0,1,24-07-08,4,H1,2,48,NA,1,0,2,1,0,146
plate2-F1,24-07-08 H1 F7,F7,0,1,0,0,1,24-07-08,4,H1,2,48,NA,1,0,0,6450,0,95
plate2-G1,24-07-08 H1 G7,G7,0,0,1,0,1,24-07-08,4,H1,2,48,NA,1,0,0,6,0,146
plate2-H1,24-07-08 H1 H7,H7,0,0,0,1,1,24-07-08,4,H1,2,48,NA,1,0,0,2,0,146
plate2-A5,24-07-08 H1 A9,A9,1,0,0,1,2,24-07-08,4,H1,2,48,NA,1,0,4027,2,0,9
plate2-B5,24-07-08 H1 B9,B9,0,1,1,0,2,24-07-08,4,H1,2,48,NA,1,0,3,7252,0,77
plate2-C5,24-07-08 H1 C9,C9,1,0,0,0,1,24-07-08,4,H1,2,48,NA,1,0,4843,3,0,31
plate2-D5,24-07-08 H1 D9,D9,0,1,0,0,1,24-07-08,4,H1,2,48,NA,1,0,0,6593,0,131
plate2-E5,24-07-08 H1 E9,E9,0,0,1,0,1,24-07-08,4,H1,2,48,NA,1,0,0,2,0,145
plate2-F5,24-07-08 H1 F9,F9,0,0,0,1,1,24-07-08,4,H1,2,48,NA,1,0,0,2,0,146
plate2-G5,24-07-08 H1 G9,G9,1,1,0,0,2,24-07-08,4,H1,2,48,NA,1,0,0,4828,0,146
plate2-H5,24-07-08 H1 H9,H9,1,0,1,0,2,24-07-08,4,H1,2,48,NA,1,0,3972,0,0,9
plate2-A7,24-07-08 H1 A10,A10,1,1,1,1,4,24-07-08,4,H1,2,48,NA,1,0,5,7586,0,98
plate2-B7,24-07-08 H1 B10,B10,0,0,0,0,0,24-07-08,4,H1,2,48,NA,1,NA,NA,NA,NA,NA
plate2-C7,24-07-08 H1 C10,C10,0,1,0,1,2,24-07-08,4,H1,2,48,NA,1,0,2,4667,0,145
plate2-D7,24-07-08 H1 D10,D10,0,0,1,1,2,24-07-08,4,H1,2,48,NA,1,0,0,2,0,146
plate2-E7,24-07-08 H1 E10,E10,1,1,1,0,3,24-07-08,4,H1,2,48,NA,1,0,0,4010,0,146
plate2-F7,24-07-08 H1 F10,F10,1,1,0,1,3,24-07-08,4,H1,2,48,NA,1,1,0,5682,0,146
plate2-G7,24-07-08 H1 G10,G10,1,0,1,1,3,24-07-08,4,H1,2,48,NA,1,0,0,7,0,146
plate2-H7,24-07-08 H1 H10,H10,0,1,1,1,3,24-07-08,4,H1,2,48,NA,1,0,20,6969,0,88
plate2-A9,24-07-08 H1 A11,A11,0,0,0,0,0,24-07-08,4,H1,2,48,NA,1,NA,NA,NA,NA,NA
plate2-B9,24-07-08 H1 B11,B11,0,0,0,0,0,24-07-08,4,H1,2,48,NA,1,NA,NA,NA,NA,NA
plate2-C9,24-07-08 H1 C11,C11,0,0,0,0,0,24-07-08,4,H1,2,48,NA,1,NA,NA,NA,NA,NA
plate2-D9,24-07-08 H1 D11,D11,0,0,0,0,0,24-07-08,4,H1,2,48,NA,1,NA,NA,NA,NA,NA
plate2-E9,24-07-08 H1 E11,E11,0,0,0,0,0,24-07-08,4,H1,2,48,NA,1,NA,NA,NA,NA,NA
plate2-F9,24-07-08 H1 F11,F11,0,0,0,0,0,24-07-08,4,H1,2,48,NA,1,NA,NA,NA,NA,NA
plate2-G9,24-07-08 H1 G11,G11,0,0,0,0,0,24-07-08,4,H1,2,48,NA,1,NA,NA,NA,NA,NA
plate2-H9,24-07-08 H1 H11,H11,0,1,0,1,2,24-07-08,4,H1,2,48,NA,1,0,4,8012,0,73
plate2-A11,24-07-08 H1 A12,A12,0,0,0,0,0,24-07-08,4,H1,2,48,NA,1,NA,NA,NA,NA,NA
plate2-B11,24-07-08 H1 B12,B12,1,1,1,1,4,24-07-08,4,H1,2,48,NA,1,0,3,6628,0,111
plate2-C11,24-07-08 H1 C12,C12,0,1,1,1,3,24-07-08,4,H1,2,48,NA,1,0,0,5095,0,146
plate2-D11,24-07-08 H1 D12,D12,1,0,1,1,3,24-07-08,4,H1,2,48,NA,1,0,4248,3,0,27
plate2-E11,24-07-08 H1 E12,E12,1,1,0,1,3,24-07-08,4,H1,2,48,NA,1,0,0,3842,0,145
plate2-F11,24-07-08 H1 F12,F12,1,1,1,0,3,24-07-08,4,H1,2,48,NA,1,0,0,5787,0,95
plate2-G11,24-07-08 H1 G12,G12,0,0,1,1,2,24-07-08,4,H1,2,48,NA,1,0,0,2,0,145
plate2-H11,24-07-08 H1 H12,H12,0,0,0,0,0,24-07-08,4,H1,2,48,NA,1,NA,NA,NA,NA,NA
plate2-A1,24-07-08 Epoch A7,A7,1,1,0,0,2,24-07-08,5,Epoch,2,0,NA,NA,0,0,3139,1,127
plate2-B1,24-07-08 Epoch B7,B7,1,0,1,0,2,24-07-08,5,Epoch,2,0,NA,NA,125,1901,5,0,22
plate2-C1,24-07-08 Epoch C7,C7,1,0,0,1,2,24-07-08,5,Epoch,2,0,NA,NA,0,907,48,52,23
plate2-D1,24-07-08 Epoch D7,D7,0,1,1,0,2,24-07-08,5,Epoch,2,0,NA,NA,1,2,3557,3,144
plate2-E1,24-07-08 Epoch E7,E7,1,0,0,0,1,24-07-08,5,Epoch,2,0,NA,NA,0,1377,123,1,26
plate2-F1,24-07-08 Epoch F7,F7,0,1,0,0,1,24-07-08,5,Epoch,2,0,NA,NA,0,0,3663,0,145
plate2-G1,24-07-08 Epoch G7,G7,0,0,1,0,1,24-07-08,5,Epoch,2,0,NA,NA,4,2,2489,0,33
plate2-H1,24-07-08 Epoch H7,H7,0,0,0,1,1,24-07-08,5,Epoch,2,0,NA,NA,3,0,103,8848,23
plate2-A5,24-07-08 Epoch A9,A9,1,0,0,1,2,24-07-08,5,Epoch,2,0,NA,NA,0,3451,4,820,26
plate2-B5,24-07-08 Epoch B9,B9,0,1,1,0,2,24-07-08,5,Epoch,2,0,NA,NA,0,7,3273,0,125
plate2-C5,24-07-08 Epoch C9,C9,1,0,0,0,1,24-07-08,5,Epoch,2,0,NA,NA,0,437,2408,0,18
plate2-D5,24-07-08 Epoch D9,D9,0,1,0,0,1,24-07-08,5,Epoch,2,0,NA,NA,0,0,3252,1,110
plate2-E5,24-07-08 Epoch E9,E9,0,0,1,0,1,24-07-08,5,Epoch,2,0,NA,NA,6042,3,6,2,146
plate2-F5,24-07-08 Epoch F9,F9,0,0,0,1,1,24-07-08,5,Epoch,2,0,NA,NA,0,0,1483,0,146
plate2-G5,24-07-08 Epoch G9,G9,1,1,0,0,2,24-07-08,5,Epoch,2,0,NA,NA,1,0,3614,0,112
plate2-H5,24-07-08 Epoch H9,H9,1,0,1,0,2,24-07-08,5,Epoch,2,0,NA,NA,80,1945,19,70,27
plate2-A7,24-07-08 Epoch A10,A10,1,1,1,1,4,24-07-08,5,Epoch,2,0,NA,NA,1,11,3834,2,128
plate2-B7,24-07-08 Epoch B10,B10,0,0,0,0,0,24-07-08,5,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-C7,24-07-08 Epoch C10,C10,0,1,0,1,2,24-07-08,5,Epoch,2,0,NA,NA,0,0,3315,0,88
plate2-D7,24-07-08 Epoch D10,D10,0,0,1,1,2,24-07-08,5,Epoch,2,0,NA,NA,257,0,720,3559,61
plate2-E7,24-07-08 Epoch E10,E10,1,1,1,0,3,24-07-08,5,Epoch,2,0,NA,NA,5,0,3172,0,103
plate2-F7,24-07-08 Epoch F10,F10,1,1,0,1,3,24-07-08,5,Epoch,2,0,NA,NA,0,0,3049,0,103
plate2-G7,24-07-08 Epoch G10,G10,1,0,1,1,3,24-07-08,5,Epoch,2,0,NA,NA,88,1310,4,153,34
plate2-H7,24-07-08 Epoch H10,H10,0,1,1,1,3,24-07-08,5,Epoch,2,0,NA,NA,3,4,3356,48,85
plate2-A9,24-07-08 Epoch A11,A11,0,0,0,0,0,24-07-08,5,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-B9,24-07-08 Epoch B11,B11,0,0,0,0,0,24-07-08,5,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-C9,24-07-08 Epoch C11,C11,0,0,0,0,0,24-07-08,5,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-D9,24-07-08 Epoch D11,D11,0,0,0,0,0,24-07-08,5,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-E9,24-07-08 Epoch E11,E11,0,0,0,0,0,24-07-08,5,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-F9,24-07-08 Epoch F11,F11,0,0,0,0,0,24-07-08,5,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-G9,24-07-08 Epoch G11,G11,0,0,0,0,0,24-07-08,5,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-H9,24-07-08 Epoch H11,H11,0,1,0,1,2,24-07-08,5,Epoch,2,0,NA,NA,0,1,3674,5,93
plate2-A11,24-07-08 Epoch A12,A12,0,0,0,0,0,24-07-08,5,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-B11,24-07-08 Epoch B12,B12,1,1,1,1,4,24-07-08,5,Epoch,2,0,NA,NA,0,4,3589,0,85
plate2-C11,24-07-08 Epoch C12,C12,0,1,1,1,3,24-07-08,5,Epoch,2,0,NA,NA,0,0,3468,1,85
plate2-D11,24-07-08 Epoch D12,D12,1,0,1,1,3,24-07-08,5,Epoch,2,0,NA,NA,56,4754,20,548,23
plate2-E11,24-07-08 Epoch E12,E12,1,1,0,1,3,24-07-08,5,Epoch,2,0,NA,NA,5,5,3546,0,85
plate2-F11,24-07-08 Epoch F12,F12,1,1,1,0,3,24-07-08,5,Epoch,2,0,NA,NA,2,0,3367,0,82
plate2-G11,24-07-08 Epoch G12,G12,0,0,1,1,2,24-07-08,5,Epoch,2,0,NA,NA,0,0,5969,4,34
plate2-H11,24-07-08 Epoch H12,H12,0,0,0,0,0,24-07-08,5,Epoch,2,0,NA,NA,NA,NA,NA,NA,NA
plate2-A1,24-07-08 H1 A7,A7,1,1,0,0,2,24-07-08,5,H1,2,48,NA,2,0,13,3655,0,67
plate2-B1,24-07-08 H1 B7,B7,1,0,1,0,2,24-07-08,5,H1,2,48,NA,2,0,3746,7,0,13
plate2-C1,24-07-08 H1 C7,C7,1,0,0,1,2,24-07-08,5,H1,2,48,NA,2,0,3420,10,0,15
plate2-D1,24-07-08 H1 D7,D7,0,1,1,0,2,24-07-08,5,H1,2,48,NA,2,0,0,5564,0,120
plate2-E1,24-07-08 H1 E7,E7,1,0,0,0,1,24-07-08,5,H1,2,48,NA,2,0,15,4,0,145
plate2-F1,24-07-08 H1 F7,F7,0,1,0,0,1,24-07-08,5,H1,2,48,NA,2,0,0,4941,0,124
plate2-G1,24-07-08 H1 G7,G7,0,0,1,0,1,24-07-08,5,H1,2,48,NA,2,0,0,9,0,145
plate2-H1,24-07-08 H1 H7,H7,0,0,0,1,1,24-07-08,5,H1,2,48,NA,2,0,0,5,0,146
plate2-A5,24-07-08 H1 A9,A9,1,0,0,1,2,24-07-08,5,H1,2,48,NA,2,0,4214,2,0,16
plate2-B5,24-07-08 H1 B9,B9,0,1,1,0,2,24-07-08,5,H1,2,48,NA,2,0,8,5604,0,125
plate2-C5,24-07-08 H1 C9,C9,1,0,0,0,1,24-07-08,5,H1,2,48,NA,2,0,3893,15,0,13
plate2-D5,24-07-08 H1 D9,D9,0,1,0,0,1,24-07-08,5,H1,2,48,NA,2,0,1,4893,0,123
plate2-E5,24-07-08 H1 E9,E9,0,0,1,0,1,24-07-08,5,H1,2,48,NA,2,0,3,6571,0,145
plate2-F5,24-07-08 H1 F9,F9,0,0,0,1,1,24-07-08,5,H1,2,48,NA,2,0,0,2,0,146
plate2-G5,24-07-08 H1 G9,G9,1,1,0,0,2,24-07-08,5,H1,2,48,NA,2,0,1,4184,0,119
plate2-H5,24-07-08 H1 H9,H9,1,0,1,0,2,24-07-08,5,H1,2,48,NA,2,0,5835,0,0,14
plate2-A7,24-07-08 H1 A10,A10,1,1,1,1,4,24-07-08,5,H1,2,48,NA,2,0,17,5621,0,111
plate2-B7,24-07-08 H1 B10,B10,0,0,0,0,0,24-07-08,5,H1,2,48,NA,2,NA,NA,NA,NA,NA
plate2-C7,24-07-08 H1 C10,C10,0,1,0,1,2,24-07-08,5,H1,2,48,NA,2,0,13,4949,0,108
plate2-D7,24-07-08 H1 D10,D10,0,0,1,1,2,24-07-08,5,H1,2,48,NA,2,0,0,3,0,145
plate2-E7,24-07-08 H1 E10,E10,1,1,1,0,3,24-07-08,5,H1,2,48,NA,2,0,0,2597,0,89
plate2-F7,24-07-08 H1 F10,F10,1,1,0,1,3,24-07-08,5,H1,2,48,NA,2,0,0,4229,0,124
plate2-G7,24-07-08 H1 G10,G10,1,0,1,1,3,24-07-08,5,H1,2,48,NA,2,0,0,5,0,145
plate2-H7,24-07-08 H1 H10,H10,0,1,1,1,3,24-07-08,5,H1,2,48,NA,2,0,5,4718,0,110
plate2-A9,24-07-08 H1 A11,A11,0,0,0,0,0,24-07-08,5,H1,2,48,NA,2,NA,NA,NA,NA,NA
plate2-B9,24-07-08 H1 B11,B11,0,0,0,0,0,24-07-08,5,H1,2,48,NA,2,NA,NA,NA,NA,NA
plate2-C9,24-07-08 H1 C11,C11,0,0,0,0,0,24-07-08,5,H1,2,48,NA,2,NA,NA,NA,NA,NA
plate2-D9,24-07-08 H1 D11,D11,0,0,0,0,0,24-07-08,5,H1,2,48,NA,2,NA,NA,NA,NA,NA
plate2-E9,24-07-08 H1 E11,E11,0,0,0,0,0,24-07-08,5,H1,2,48,NA,2,NA,NA,NA,NA,NA
plate2-F9,24-07-08 H1 F11,F11,0,0,0,0,0,24-07-08,5,H1,2,48,NA,2,NA,NA,NA,NA,NA
plate2-G9,24-07-08 H1 G11,G11,0,0,0,0,0,24-07-08,5,H1,2,48,NA,2,NA,NA,NA,NA,NA
plate2-H9,24-07-08 H1 H11,H11,0,1,0,1,2,24-07-08,5,H1,2,48,NA,2,0,1,4979,0,77
plate2-A11,24-07-08 H1 A12,A12,0,0,0,0,0,24-07-08,5,H1,2,48,NA,2,NA,NA,NA,NA,NA
plate2-B11,24-07-08 H1 B12,B12,1,1,1,1,4,24-07-08,5,H1,2,48,NA,2,0,2,5353,0,123
plate2-C11,24-07-08 H1 C12,C12,0,1,1,1,3,24-07-08,5,H1,2,48,NA,2,0,3,4668,0,97
plate2-D11,24-07-08 H1 D12,D12,1,0,1,1,3,24-07-08,5,H1,2,48,NA,2,0,3724,29,0,13
plate2-E11,24-07-08 H1 E12,E12,1,1,0,1,3,24-07-08,5,H1,2,48,NA,2,0,2,3776,0,79
plate2-F11,24-07-08 H1 F12,F12,1,1,1,0,3,24-07-08,5,H1,2,48,NA,2,0,0,4698,0,86
plate2-G11,24-07-08 H1 G12,G12,0,0,1,1,2,24-07-08,5,H1,2,48,NA,2,0,0,1,0,145
plate2-H11,24-07-08 H1 H12,H12,0,0,0,0,0,24-07-08,5,H1,2,48,NA,2,NA,NA,NA,NA,NA
plate1-A1,24-08-05 Epoch A1,A1,0,0,0,0,0,24-08-05,1,Epoch,1,12,1,NA,NA,NA,NA,NA,NA
plate1-B1,24-08-05 Epoch B1,B1,1,0,0,1,2,24-08-05,1,Epoch,1,12,1,NA,0,5782,2,111,4
plate1-C1,24-08-05 Epoch C1,C1,1,0,1,0,2,24-08-05,1,Epoch,1,12,1,NA,20,4414,2,0,14
plate1-D1,24-08-05 Epoch D1,D1,1,1,0,0,2,24-08-05,1,Epoch,1,12,1,NA,0,11,1591,0,76
plate1-E1,24-08-05 Epoch E1,E1,0,0,0,1,1,24-08-05,1,Epoch,1,12,1,NA,0,0,0,1435,4
plate1-F1,24-08-05 Epoch F1,F1,0,0,1,0,1,24-08-05,1,Epoch,1,12,1,NA,919,0,157,0,54
plate1-G1,24-08-05 Epoch G1,G1,0,1,0,0,1,24-08-05,1,Epoch,1,12,1,NA,0,0,7976,0,73
plate1-H1,24-08-05 Epoch H1,H1,0,0,0,0,0,24-08-05,1,Epoch,1,12,1,NA,NA,NA,NA,NA,NA
plate1-A3,24-08-05 Epoch A2,A2,1,0,0,0,1,24-08-05,1,Epoch,1,12,1,NA,0,5838,2,0,3
plate1-B3,24-08-05 Epoch B2,B2,0,1,0,0,1,24-08-05,1,Epoch,1,12,1,NA,0,275,2052,0,108
plate1-C3,24-08-05 Epoch C2,C2,0,0,1,0,1,24-08-05,1,Epoch,1,12,1,NA,182,38,1,0,121
plate1-D3,24-08-05 Epoch D2,D2,0,0,0,1,1,24-08-05,1,Epoch,1,12,1,NA,0,0,0,742,6
plate1-E3,24-08-05 Epoch E2,E2,1,1,0,0,2,24-08-05,1,Epoch,1,12,1,NA,0,13,1852,0,73
plate1-F3,24-08-05 Epoch F2,F2,1,0,1,0,2,24-08-05,1,Epoch,1,12,1,NA,11,5646,8,15,57
plate1-G3,24-08-05 Epoch G2,G2,1,0,0,1,2,24-08-05,1,Epoch,1,12,1,NA,0,3639,5,81,11
plate1-H3,24-08-05 Epoch H2,H2,0,1,1,0,2,24-08-05,1,Epoch,1,12,1,NA,0,2,8255,0,45
plate1-A5,24-08-05 Epoch A3,A3,0,1,0,1,2,24-08-05,1,Epoch,1,12,1,NA,0,33,2974,0,52
plate1-B5,24-08-05 Epoch B3,B3,0,0,1,1,2,24-08-05,1,Epoch,1,12,1,NA,56,5,2,2081,90
plate1-C5,24-08-05 Epoch C3,C3,1,1,1,0,3,24-08-05,1,Epoch,1,12,1,NA,0,30,788,0,80
plate1-D5,24-08-05 Epoch D3,D3,1,1,0,1,3,24-08-05,1,Epoch,1,12,1,NA,0,10,1179,1,103
plate1-E5,24-08-05 Epoch E3,E3,1,0,1,1,3,24-08-05,1,Epoch,1,12,1,NA,7,3303,0,118,31
plate1-F5,24-08-05 Epoch F3,F3,0,1,1,1,3,24-08-05,1,Epoch,1,12,1,NA,0,17,4024,0,106
plate1-G5,24-08-05 Epoch G3,G3,1,1,1,1,4,24-08-05,1,Epoch,1,12,1,NA,0,25,3629,0,51
plate1-H5,24-08-05 Epoch H3,H3,0,0,0,0,0,24-08-05,1,Epoch,1,12,1,NA,0,0,21,0,145
plate1-A7,24-08-05 Epoch A4,A4,0,0,1,0,1,24-08-05,1,Epoch,1,12,1,NA,368,1,1,0,69
plate1-B7,24-08-05 Epoch B4,B4,0,0,0,1,1,24-08-05,1,Epoch,1,12,1,NA,0,0,0,1554,6
plate1-C7,24-08-05 Epoch C4,C4,1,1,0,0,2,24-08-05,1,Epoch,1,12,1,NA,0,169,1026,0,93
plate1-D7,24-08-05 Epoch D4,D4,1,0,1,0,2,24-08-05,1,Epoch,1,12,1,NA,23,4816,4,0,58
plate1-E7,24-08-05 Epoch E4,E4,1,0,0,1,2,24-08-05,1,Epoch,1,12,1,NA,0,4734,7,137,8
plate1-F7,24-08-05 Epoch F4,F4,0,1,1,0,2,24-08-05,1,Epoch,1,12,1,NA,0,895,3932,0,78
plate1-G7,24-08-05 Epoch G4,G4,1,0,0,0,1,24-08-05,1,Epoch,1,12,1,NA,0,3685,5,0,9
plate1-H7,24-08-05 Epoch H4,H4,0,1,0,0,1,24-08-05,1,Epoch,1,12,1,NA,0,0,8351,0,73
plate1-A9,24-08-05 Epoch A5,A5,1,1,1,0,3,24-08-05,1,Epoch,1,12,1,NA,1,113,1188,0,38
plate1-B9,24-08-05 Epoch B5,B5,1,1,0,1,3,24-08-05,1,Epoch,1,12,1,NA,0,14,1358,1,75
plate1-C9,24-08-05 Epoch C5,C5,1,0,1,1,3,24-08-05,1,Epoch,1,12,1,NA,22,3712,4,134,63
plate1-D9,24-08-05 Epoch D5,D5,0,1,1,1,3,24-08-05,1,Epoch,1,12,1,NA,3,4,3003,0,86
plate1-E9,24-08-05 Epoch E5,E5,1,1,1,1,4,24-08-05,1,Epoch,1,12,1,NA,0,59,1733,0,61
